sku number,sku name,product line code,product line name,cmr product line,sub platform
SER.10373,               1-year extended warranty,2LU,Hardware Contract,BEAService,BEA
FAT30L,               30L imPULSE FAT,2LX,Validation,BEAService,BEA
SAT30L,               30L imPULSE SAT,2LX,Validation,BEAService,BEA
CO04.SERVS0B.11410,               Add item to SERVS0B.11410,2LT,Project Services,BEAService,BEA
CO03.SERVS0B.11410,               Add items to SERVS0B.11410,2LT,Project Services,BEAService,BEA
FAT500-1000L,               Basic Factory Acceptance Test 500L-1000L SUM or SUB,2LX,Validation,BEAService,BEA
FATDS300,               Basic Factory Acceptance Test DS300,2LX,Validation,BEAService,BEA
FATSUF30L,               Basic Factory Acceptance Test SUF 30L,2LX,Validation,BEAService,BEA
CO04.SERVS0B.6925,"               Change Order #4, Remove x6 FDOC-SSAT-SUB & Add x6 FDOC-ESAT-SUB",2LX,Validation,BEAService,BEA
CO01.SER.14503,               Changes to SER.14503,2LT,Project Services,BEAService,BEA
CO01.SERVES0B.14502,               Changes to SERVES0B.14502,2LT,Project Services,BEAService,BEA
CO01.SERVS0B.12581,               Changes to SERVS0B.12581,2LT,Project Services,BEAService,BEA
CO03.SERVS0B.12581,               Changes to SERVS0B.12581,2LT,Project Services,BEAService,BEA
FSVR-COM-SUB-2,"               Combined Leveraged IQ/OQ for largest & smallest (bracketed) systems, for all types combined services - Control of SUB/SUF, 1.5 days per vessel  (does not include Validation Report)",2LX,Validation,BEAService,BEA
FSVR-CRA-DLV,               DeltaV equipment crating/packaging - G3 Systems,2LR,Field Services,BEAService,BEA
DOC.13881,               Documentation Package,2LT,Project Services,BEAService,BEA
DOC.14539,               Documentation Package,2LT,Project Services,BEAService,BEA
DOC.15670,               Documentation Package,2LT,Project Services,BEAService,BEA
DOC.6976,               Documentation Package,2LT,Project Services,BEAService,BEA
DOC.6031,"               Documentation Package, Beijing VDJ",2LT,Project Services,BEAService,BEA
DOC.6418,"               Documentation Package, BI",2LT,Project Services,BEAService,BEA
DOC.6528,"               Documentation Package, Bibo",2LT,Project Services,BEAService,BEA
DOC.6715,"               Documentation Package, Cstone",2LT,Project Services,BEAService,BEA
DOC.6741,"               Documentation Package, Cstone",2LT,Project Services,BEAService,BEA
DOC.6493,"               Documentation Package, Desen",2LT,Project Services,BEAService,BEA
DOC.6313,"               Documentation Package, Genor",2LT,Project Services,BEAService,BEA
DOC.6894,"               Documentation Package, Junshi",2LT,Project Services,BEAService,BEA
DOC.6466,"               Documentation Package, Kangnaide",2LT,Project Services,BEAService,BEA
DOC.6097,"               Documentation Package, Mabgen",2LT,Project Services,BEAService,BEA
DOC.6314,"               Documentation Package, Wuxi",2LT,Project Services,BEAService,BEA
DOC.6385,"               Documentation Package, Wuxi",2LT,Project Services,BEAService,BEA
DOC.6515,"               Documentation Package, Wuxi",2LT,Project Services,BEAService,BEA
SERVTRAVEL.010,               Elanco travel for 3 days on-site training,2LR,Field Services,BEAService,BEA
FATinSITE,               Factory Acceptance Testing inSITE,2LX,Validation,BEAService,BEA
CO01.SER.10741,               FAT and SAT activities for imPULSE,2LX,Validation,BEAService,BEA
QFEE-FAT Merck,"               FAT for 7 imPULSE units, Merck",2LX,Validation,BEAService,BEA
SERFSAT.5433,               FAT/SAT Execution,2LX,Validation,BEAService,BEA
QFEE - FAT50-250L,               Full FAT Document; Bag Fit and Function Test; Bag NOT INCLUDED,2LX,Validation,BEAService,BEA
QFEE - FAT2000L,               Full FAT Document; Bag NOT INCLUDED; Bag Fit and Function Test,2LX,Validation,BEAService,BEA
QFEE - FAT500L,               Full FAT Document; Bag NOT INCLUDED; Bag Fit and Function Test,2LX,Validation,BEAService,BEA
QFEE - SAT2000L,               Full FAT Document; Bag NOT INCLUDED; Bag Fit and Function Test,2LX,Validation,BEAService,BEA
FATBMS,               HDWR|Factory Acceptance Testing,2LX,Validation,BEAService,BEA
DOC.13382,               HyPerforma Glass TOP system - electronic documentation per Thermo Fisher format,2LT,Project Services,BEAService,BEA
DOC.13761,               HyPerforma Glass TOP system - electronic documentation per Thermo Fisher format,2LT,Project Services,BEAService,BEA
SER.6163,"               Initial System startup at customer site, travel not included (daily rate for initial startup only), Mabplex",2LR,Field Services,BEAService,BEA
SER.5290,               On-Site Expenses per Day,2LR,Field Services,BEAService,BEA
SER.6050,               On-site initial Start-up,2LR,Field Services,BEAService,BEA
SERVPM.015,               PM Service 250L SUB Binex,2LT,Project Services,BEAService,BEA
DOC.6263,"               Premium GMP document package, Lepu",2LT,Project Services,BEAService,BEA
DOC.6284,"               Premium GMP document package, Lepu",2LT,Project Services,BEAService,BEA
SER.10390,"               Quality Checkout (QC), for Bioreactors & Fermenters",2LX,Validation,BEAService,BEA
CO01.SER.10740,               Safety Testing for detachable base - structural,2LT,Project Services,BEAService,BEA
FSAT-DOC-5223,               SAT Documentation,2LX,Validation,BEAService,BEA
DOCSAT.10512,               Security Audit Trail,2LX,Validation,BEAService,BEA
DOCSAT.10803,               Security Audit Trail,2LX,Validation,BEAService,BEA
DOCSAT0.11003,               Security Audit Trail,2LX,Validation,BEAService,BEA
DOCSAT0.11674,               Security Audit Trail,2LX,Validation,BEAService,BEA
DOCSAT0.12050,               Security Audit Trail,2LX,Validation,BEAService,BEA
DOCSAT0.12542,               Security Audit Trail,2LX,Validation,BEAService,BEA
DOCSAT0.13718,               Security Audit Trail,2LX,Validation,BEAService,BEA
DOCSAT0.14878,               Security Audit Trail,2LX,Validation,BEAService,BEA
DOCSAT0.15214,               Security Audit Trail,2LX,Validation,BEAService,BEA
DOCSAT0.15517,               Security Audit Trail,2LX,Validation,BEAService,BEA
DOCSAT0.15556,               Security Audit Trail,2LX,Validation,BEAService,BEA
DOCSAT0.15861,               Security Audit Trail,2LX,Validation,BEAService,BEA
CO01.FSVR-DAY,               Service by the Day (On-site availability - as schedule allows w/o Service Plan),2LR,Field Services,BEAService,BEA
CO01.SER.15048,               Service Package,2LT,Project Services,BEAService,BEA
SER.15597,               Service Package,2LT,Project Services,BEAService,BEA
SER.5110,               Service Package,2LT,Project Services,BEAService,BEA
SER.5365,               Service Package,2LT,Project Services,BEAService,BEA
SER.5400,               Service Package,2LT,Project Services,BEAService,BEA
SER.5626,               Service Package,2LT,Project Services,BEAService,BEA
CO01.SER.13672,               Service Package-Adding back in Service items that were removed from the CO01.NET.13671 Network Equipment Package,2LT,Project Services,BEAService,BEA
CO09.SER.13699,               Service Package-NRE for SmartCart,2LT,Project Services,BEAService,BEA
CO03.SER.13699,               Service Package-Remove NRE for Alicat MFC Integration,2LT,Project Services,BEAService,BEA
FSVR-TRV-AP2,               Service Travel Charge,2LR,Field Services,BEAService,BEA
SER.13608,               Site Services,2LT,Project Services,BEAService,BEA
CO01.SER.10742,               Site Services and Project Managment Support,2LT,Project Services,BEAService,BEA
CO01.SER.11931,               Software NRE for system Migration,2LT,Project Services,BEAService,BEA
CO01.SER.11932,               Software SQA,2LT,Project Services,BEAService,BEA
CO03.FSVR-INS-DLY,"               System service and Parts Installation, travel not included (Daily Rate w/o Service Contract)",2LR,Field Services,BEAService,BEA
DOC.13729,               Thermo Fisher SUB/SUF TOP system - electronic documentation per Thermo Fisher format,2LT,Project Services,BEAService,BEA
DOC.13819,               Thermo Fisher SUB/SUF TOP system - electronic documentation per Thermo Fisher format,2LT,Project Services,BEAService,BEA
DOC.14210,               Thermo Fisher SUB/SUF TOP system - electronic documentation per Thermo Fisher format,2LT,Project Services,BEAService,BEA
DOC.14219,               Thermo Fisher SUB/SUF TOP system - electronic documentation per Thermo Fisher format,2LT,Project Services,BEAService,BEA
DOC.14223,               Thermo Fisher SUB/SUF TOP system - electronic documentation per Thermo Fisher format,2LT,Project Services,BEAService,BEA
DOC.14227,               Thermo Fisher SUB/SUF TOP system - electronic documentation per Thermo Fisher format,2LT,Project Services,BEAService,BEA
DOC.14318,               Thermo Fisher SUB/SUF TOP system - electronic documentation per Thermo Fisher format,2LT,Project Services,BEAService,BEA
DOC.14383,               Thermo Fisher SUB/SUF TOP system - electronic documentation per Thermo Fisher format,2LT,Project Services,BEAService,BEA
DOC.14464,               Thermo Fisher SUB/SUF TOP system - electronic documentation per Thermo Fisher format,2LT,Project Services,BEAService,BEA
DOC.14486,               Thermo Fisher SUB/SUF TOP system - electronic documentation per Thermo Fisher format,2LT,Project Services,BEAService,BEA
DOC.14580,               Thermo Fisher SUB/SUF TOP system - electronic documentation per Thermo Fisher format,2LT,Project Services,BEAService,BEA
DOC.15631,               Thermo Fisher SUB/SUF TOP system - electronic documentation per Thermo Fisher format,2LT,Project Services,BEAService,BEA
DOC.15882,               Thermo Fisher SUB/SUF TOP system - electronic documentation per Thermo Fisher format,2LT,Project Services,BEAService,BEA
DOC.16180,               Thermo Fisher SUB/SUF TOP system - electronic documentation per Thermo Fisher format,2LT,Project Services,BEAService,BEA
DOC.16204,               Thermo Fisher SUB/SUF TOP system - electronic documentation per Thermo Fisher format,2LT,Project Services,BEAService,BEA
DOC.16728,               Thermo Fisher SUB/SUF TOP system - electronic documentation per Thermo Fisher format,2LT,Project Services,BEAService,BEA
DOC.6219,               Thermo Fisher SUB/SUF TOP system - electronic documentation per Thermo Fisher format,2LT,Project Services,BEAService,BEA
DOC.6237,               Thermo Fisher SUB/SUF TOP system - electronic documentation per Thermo Fisher format,2LT,Project Services,BEAService,BEA
DOC.6794,               Thermo Fisher SUB/SUF TOP system - electronic documentation per Thermo Fisher format,2LT,Project Services,BEAService,BEA
DOC.6856,               Thermo Fisher SUB/SUF TOP system - electronic documentation per Thermo Fisher format,2LT,Project Services,BEAService,BEA
DOC.6473,"               Thermo Fisher SUB/SUF TOP system - electronic documentation per Thermo Fisher format, BI",2LT,Project Services,BEAService,BEA
DOC.6258,"               TOP Document Package, Lepu",2LT,Project Services,BEAService,BEA
DOC.6279,"               TOP Documentation Package, Lepu",2LT,Project Services,BEAService,BEA
SERVTRAVEL.015,               Travel and sustenance to Juno,2LR,Field Services,BEAService,BEA
SERVTRAVEL.014,               Travel cost service engineer,2LR,Field Services,BEAService,BEA
SER.5221,               Travel Expenses,2LR,Field Services,BEAService,BEA
SER.5241,               Travel Expenses,2LR,Field Services,BEAService,BEA
SERVTRAVEL.007,               Travel to Shire to Repair imPULSE,2LR,Field Services,BEAService,BEA
SERVTRAIN.040,"               TruBio DV software, two day, classroom and simulation, incl course notes (Remotely executed, up to 10 people)",2LR,Field Services,BEAService,BEA
DOC.16220,               Update TOP and Premium GMP Documentation package,2LT,Project Services,BEAService,BEA
SERVES0B.16179,"               Validation, Enhanced SAT & IOQ for Bioreactors and Fermenters",2LX,Validation,BEAService,BEA
SERVES0B.16819,"               Validation, Enhanced SAT & IOQ for Bioreactors and Fermenters",2LX,Validation,BEAService,BEA
SERVES0G.16820,"               Validation, Enhanced SAT & IOQ for Rockers/Glass",2LX,Validation,BEAService,BEA
CO02.SERVF0B.10551,"               Validation, FAT for Bioreactors and Fermenters",2LX,Validation,BEAService,BEA
CO01.SERVS0B.13031,"               Validation, SAT, & IOQ for Bioreactors and Fermenters",2LX,Validation,BEAService,BEA
SERVS0B.5415,"               Validation, SAT, & IOQ for Bioreactors and Fermenters",2LX,Validation,BEAService,BEA
SUT19633,"	Buffer BBR Filtration - Sterile, AEGIS5-14, Patheon UK",2NL,FF COMPOUNDING ASSEMBLIES,FillFinish,FLEXIBLE SOLUTIONS
SUT11428,"	Z111981 - 1/2"" ID C-FLEX W/ MPX, BIOMARIN MANUFACTURING IRELAND",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SUT12001,"#1 & #2 FEED TANK  for 50L SUB,CHUGAI",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B6869.02,"#16 FERM ADDITIONS ASSEMBLY, BIOMARIN",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SUT11966,"#6 HARV SURGE,#7 HARV SURGE DSP,CHUGAI",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B6872.01,"#73-#24-#16 FERM ADDITIONS ASSEMBLY, BIOMARIN",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B6734.01,"#82-#73 ASSEMBLY, BIOMARIN (Z10453)",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B6606.01,"#BRX SAMPLING - NON IRRADIATED, BIOMARIN",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B14031.02,"(2)15 mL & (6)50 mL Sample Tubes & AQG, Pfizer (Sanford)",2FO,BOTTLE ASSEMBLY CUSTOM,BottleAssemblies,RIGID SOLUTIONS
SH3B11226.01,"(AEGIS5-14) 50L SUM II (TS-070), BRISTOL-MYER SQUIBB",2L7,HC HYPERFORMA SUM,HardwareConsumables,BEA
SH3B9947.01,"(CX5-14) 500L For Schulte Container, Sanofi Production",2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
FTKP620799.03.DEMO,"(DEMO - Bioreactor, DynaDrive, 50L, Neslab Hose Kits, 120 V Vent Filter Heaters / Neslabs TF2500 D A 200-230/GL T1 2.3KW LR+ Air Cooled / G3Lite, Standalone Bioreactor Controller WITH IPM MOTOR + DIGITAL SCALE)",2LG,H DYNADRIVE SUB,BEAHardware,BEA
SH3B22188.01,"(DS1/DS2) AQG To Mini TC, Merck Sharp & Dohme",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B22335.01,"(DS1/DS2) FILTER ASSEMBLY FOR BAG (PU FIT TESTING), MERCK SHARP & DOHME",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B23908.01,"(NON-IRRADIATED) Inlet Pigtail, GSK",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SUT10102,"(TBD-0622-HV-L622), KBI Biopharma",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SUT10107,"(TBD-0636-HV-L636), KBI Biopharma",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SUT10098,"(TBD-0645-HV-L645), KBI Biopharma",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
200-125D,.125MM TEFLON SILICON SEPTA,2JT,6P40 CUSTOM CE OTHER,BioproductionContainments,RIGID SOLUTIONS
SH3B1067201,.25 ID X 2 M GENERAL,2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B1296601,.375 ID TUBING FILTER ASSEMBLY GENERAL,2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B1065601,.375 ID X 2 M GENERAL,2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
B106479-I,.45/.2U PREFILTRATION FILTER,2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
9Z0.5PD-EP,".5OZ AMB WM CAP/LINER, 57/CS",2JT,6P40 CUSTOM CE OTHER,BioproductionContainments,RIGID SOLUTIONS
SH3B23491.01,".75 INCH MANIFOLD, ELI LILLY",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
B108636-I,".75""ID PHARMED,TC & F OPTA,6""",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
B108636I,.75ID PHARMED TC & F OPTA 6 EA,2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
HM00381-IBID,?1500 Liter Mix Bag aegis,2L8,HC IMPULSE MIXERS,HardwareConsumables,BEA
SH3B14470-03,"?Bioprocess container 200L with bottom drain, Synermore biologics",2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH30974-03,"?BPC500L SUM II, AEGIS5-14, STANDARD",2L7,HC HYPERFORMA SUM,HardwareConsumables,BEA
SH3B14815-01,"?Tubing assembly with Filter, Synermore biologics",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B5541.01,"|THREE WAY STOP COCK FITTING, IRRADIATED, CYTIVA",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SUT112126,"0.125 ID EXPANSION MANIFOLD, BIORELIANCE LTD",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
PROSUT112126,"0.125 ID EXPANSION MANIFOLD, BIORELIANCE LTD",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
PROSUT112073,"0.375 Id Expansion Manifold  , Bioreliance",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SUT112073,"0.375 ID Expansion Manifold, Bioreliance",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
B117219-I,"0.375"" ID C-FLEX W/ AQG",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B24625.01,"0.375"" X 0.563"" Silicone And Pumpsil w/AQG (MP05-L89 (TBD-0041)), KBI Biopharma",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
WO17129,0.3ML S/T V-VIAL NEXT GEN,2JT,6P40 CUSTOM CE OTHER,BioproductionContainments,RIGID SOLUTIONS
SH3B15544.01,"0.45/0.2um Filter Tube Set (Size 4), Pfizer (Sanford)",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
130-005LP,0.5 OZ AMBER WM LP EACH,2JR,6P20 STD CE,BioproductionContainments,RIGID SOLUTIONS
B108529-I,"0.500"" FACD-0.750"" MACD OPTA",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SUT19364,0.75 ID BIOPRENE SUM OUTLET 0.75 ID Bioprene Sum Outlet,2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
B113558-I,"0.75"" ID C-FLEX W/1.5"" TC AND",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
B108086-I,0.75IN PHARMED (20FT) W/PALL,2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
B108086I,0.75IN PHARMED 20FT W/PALL EA,2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
WV000647,0.75mL Clear Glass Shell Vial,2JT,6P40 CUSTOM CE OTHER,BioproductionContainments,RIGID SOLUTIONS
PROSUT19070,"0.8Mm Filling Assy 2L Aegis5-14 (Hit and Endo Test), Patheon Italia Spa",2NK,FF FILLING ASSEMBLIES,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
PROSUT18452,"0.8MM INOVA ASSY, 5L, AEGIS5-14 (HIT and ENDO TESTING), LIBBS FARMACEUTICA LTDA",2NK,FF FILLING ASSEMBLIES,FillFinish,FLEXIBLE SOLUTIONS
PROSUT18502,"0.8Mm Recirculation Assy 1, Patheon Italia",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SUT13936,"000L BOTTOM DRAIN, CX5-14, JCR",2MH,PRODUCTAINER BPC,2DBioProcessContainers,FLEXIBLE SOLUTIONS
B116911-I,"1 "" PENDOTECH PUMP TUBING",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH31243.01,"1 1/2 TC - 1/2"" Silicone - MPX Insert, Standard",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH31233.01,"1 1/2 TC - 1/2"" TPE - MPX INSERT, STANDARD CATALOG PRODUCT",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH31201.12,"1 1/2 TC / 3/8 TPE / 3/4 TC, STANDARD CATALOG PRODUCT",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH31201.22,"1 1/2 TC / TPE / 3/4 TC, STANDARD CATALOG PRODUCT",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH31201.21,"1 1/2 TC / TPE / 3/4 TC, STANDARD CATALOG PRODUCT",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SSCN-01204,"1 1/2"" FITTING WITH 1/2"" BARB",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SSCN-01206,"1 1/2"" FITTING WITH 1/4"" BARB",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SSCN-01203,"1 1/2"" FITTING WITH 3/4"" BARB",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SSCN-01205,"1 1/2"" FITTING WITH 3/8"" BARB",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B15204.01,"1 1/2"" SF W/200CM BRAIDED TUBING (Z111971), BIOMARIN MANUFACTURING IRELAND",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
B105169-I,"1 1/2"" X 3/4"" TC REDUCER",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B5987.01,"1 1/2” to 1/2” Reducer and Tri-Clamps, Noveome Biotherapeutics",37O,HC BEA,HardwareConsumables,BEA
SUT19498,1 ID BRAIDED SILICONE 1 ID Braided Silicone,2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SUT19760,1 ID BRAIDED SILICONE 1 ID Braided Silicone,2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
PROSUT111816NI,"1'' ID Braided Silicone 10'' Sampling Tee w/ 2X AQL and Plug (Non-Irradiated), Patheon Biologics",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
PROSUT111808NI,"1'' ID Braided Silicone 5'' w/AQL (Non-Irradiated), Patheon Biologics",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SUT19910,1 ID SIL INFLATION EXTEN LINE 1 ID SIL Inflation Exten Line,2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SUT19169,1 ID UF PRODUCT PUMP INS 1 ID UF Product Pump Ins,2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
B117534I,1 INCH OVERMOLDED TUBE SET TUBE SET,2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B17542.01,"1 kg. Powder Feed Bag w/Clamp, Brammer",2LD,HC POWDERTAINER,HardwareConsumables,BEA
212-01A-S,1 L AMBER B.R. SILANIZED EACH,2JR,6P20 STD CE,BioproductionContainments,RIGID SOLUTIONS
1000CTOC,1 L CLR BOSTON ROUND BOTTLE 2 EACH,2JS,6P30 STD TOC,BioproductionContainments,RIGID SOLUTIONS
133-32CLP,1 L CLR SS WITH PP CAP/PTFE LI EACH,2JR,6P20 STD CE,BioproductionContainments,RIGID SOLUTIONS
B115128-I,1 LITER 9101  BAG,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
B106439-I,1 LITER BAG,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
W08-E1322,1 LITER BAG,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
B110756-I,1 LITER BAG,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
B112557-I,1 LITER BAG,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
,1 LITER BAG,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
91-200-01,1 LITER BAG,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
,1 LITER BAG,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
C0-0361,1 LITER BAG,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
S3339,1 LITER BAG,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
B106780-I,1 LITER BAG,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
B103564-I,1 LITER BAG ASSEMBLY,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
B100430-I,"1 LITER BAG, 28 EVA",2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
B101349-I,"1 LITER BAG, INNOCULUM",2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
8-E3014,"1 LITER BAG, LONZA",2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
8-E1322,"1 LITER BAG, LONZA",2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
,"1 LITER BAG, OBSOLETE",2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SS00014-I,1 LITER EVA BAG,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SS00009I,1 LITER EVA BAG 1 L,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B0898.01,"1 LITER FACE PORTED PILLOW (CX5-14) WITH LUER LOCKS, JANSSEN BIOLOGICS",2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SB00004-I,1 LITER PC BOTTLE SET,2F4,BOTTLE ASSEMBLY STANDARD,BottleAssemblies,RIGID SOLUTIONS
SS00032-I,1 LITER PE BAG,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SS00027-I,1 LITER PE BAG,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SS00032I,1 LITER PE BAG 1 L,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SS00027I,1 LITER PE BAG 1 L,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SS00037I,1 LITER PE BAG 1 L,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
6167B,1 LITER PE II BAG,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SB00009-I,1 LITER PETG BOTTLE SET,2F4,BOTTLE ASSEMBLY STANDARD,BottleAssemblies,RIGID SOLUTIONS
B119182-N,1 LITER PVC BAG,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
B102198-N,1 LITER PVC BAG,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
B110350I,1 LITER TRANSFER BOTTLE 1L,2FO,BOTTLE ASSEMBLY CUSTOM,BottleAssemblies,RIGID SOLUTIONS
91-500-19,1 LITER VALIDATION BAG,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
sv50177.50,1 Piece Drive Shaft,37L,H BEA,BEAHardware,BEA
SV50959.15,1 Piece Drive Shaft,2LI,H HYPERFORMA SUF,BEAHardware,BEA
SV50959.25,1 Piece Drive Shaft (304 SST) 4:1,2LH,H HYPERFORMA SUB,BEAHardware,BEA
SV50177.14,1 Piece Drive Shaft (AL) 2:1,2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SV50959.24,1 Piece Drive Shaft (SST) 4:1,2LH,H HYPERFORMA SUB,BEAHardware,BEA
SV50959.11,1 Piece Drive Shaft (SST) 5:1,2LH,H HYPERFORMA SUB,BEAHardware,BEA
SV50959.10,1 Piece Drive Shaft (SST) 5:1,2LH,H HYPERFORMA SUB,BEAHardware,BEA
SV50177.40,1 Piece Drive Shaft (ST) 2:1,2LH,H HYPERFORMA SUB,BEAHardware,BEA
B108309I,1 SILICONE 80D W/1.5 TCS 10 EA,2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SUT18310,"1 X 0.75 Inch Tee Tube Set, Abbvie",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
