sku number,sku name,product line code,product line name,cmr product line,sub platform
PRO12043,"BPC - 500L 5:1 SUB, Aegis5-14, (Non-Irradiated)",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SH3071703,BPC  500L BTM DRAIN  STD 200<500L,2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
PRO11956,"BPC - 500L SUM II, Aegis5-14, (Non-Irradiated)",2L7,HC HYPERFORMA SUM,HardwareConsumables,BEA
SH3065814,BPC  500ML LABTAINER  10 PACK 0-3L,2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
PRO12028,"BPC - 50L 5:1 SUB, Aegis5-14, (Non-Irradiated)",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SH3071304,BPC  50L LABTAINER  STANDARD 50L-200L,2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3071204,BPC  50L LABTAINER 50L-200L,2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
PRO11942,"BPC - 50L SUM, Aegis5-14, (Non-Irradiated)",2L7,HC HYPERFORMA SUM,HardwareConsumables,BEA
SH3070901,BPC  5L LABTAINER  STANDARD 4L<50L,2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3071401,BPC  5L LABTAINER  STANDARD 4L<50L,2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3071201,BPC  5L LABTAINER 4L<50L,2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3071301,BPC  5L LABTAINER W/LUERS 4L<50L,2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B554901,BPC  POWDERED BAG  GENENTECH 25KG,2LD,HC POWDERTAINER,HardwareConsumables,BEA
SH3B1702.13,BPC / STD hanging pillow w/ Qu,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B11494.01,"BPC | 1000mL Labtainer, GSK",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B11816.03,"BPC | 200L Bottom Drain (Option 1), Piramal Healthcare UK LTD",2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B11634.01,"BPC | 20L Labtainer (NON-IRRADIATED), New Age Industries",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B11490.01,"BPC | 50mL Labtainer, GSK",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B11495.01,"BPC | Stability Test Manifold, GSK",2MD,2D MANIFOLD,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3065811,BPC 10 PK END PT PILLOW  50 ML 0-3L,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3066211,BPC 10 PK END PT PILLOW  50 ML 0-3L,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3066214,BPC 10 PK END PT PILLOW  500ML 0-3L,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3066215,BPC 10 PK END PT PILLOW 1000ML 0-3L,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH30752.02,BPC 1000L,2L7,HC HYPERFORMA SUM,HardwareConsumables,BEA
SH30752-02,"BPC 1000L (SUM II) SINGLE USE MIXER W/ 3"" POWDER PORT & QUICK CONNECTS, STANDARD",2L7,HC HYPERFORMA SUM,HardwareConsumables,BEA
SH3B174701,BPC 1000L BTM. DRAIN GENENTECH GENERALBPC,2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B398501,BPC 1000L LINER  MYCENAX 500L-2000L,2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH30985-05,"BPC 1000L SUB w/DHS, Standard",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SH3B14439.01,BPC 1000L SUM 5 to 1 w/bottom drain,2L7,HC HYPERFORMA SUM,HardwareConsumables,BEA
SH3B9469.02,"BPC 100L Bottom Drain w/Filter, JCR",2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B13351-01,"BPC 100L bottom Drain, Buf prep, Sinocell",2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B2139.01,"BPC 100L buffer C, custom",2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B2138.01,"BPC 100L buffer, custom",2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B316101,BPC 100L CHAMBER  BMS 50L-200L,2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3094602,BPC 100L ECONOMIXER  STANDARD SUS 50L,2L9,HC MIXTAINER,HardwareConsumables,BEA
SH3B2128.01,"BPC 100L Mixtainer, custom",2L9,HC MIXTAINER,HardwareConsumables,BEA
SH3066702,BPC 100L PILLOW CX5-14 50L-200L,2JE,GENERAL 2D,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3077402,BPC 100L SUB (DUAL SPARGE) SUS 100L,2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SH31103-01,"BPC 100L SUB w/DHS 5:1 Aegis5-14, Standard",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SH30972-02,"BPC 100L SUB, AEGIS5-14, STANDARD,",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
PRO11950,BPC 100L SUM Aegis5-14 Non-Irradiated,2L7,HC HYPERFORMA SUM,HardwareConsumables,BEA
SH3B195002,BPC 100L TOP DRAIN ALEXION 50L-200L,2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B2143.01,"BPC 10L buffer B, custom",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B14098.01,"BPC 150L w/KPC and TC BottomSidePort,KHK",2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3086401,BPC 1KG POWDER FEED BAG II STD 1KG,2LD,HC POWDERTAINER,HardwareConsumables,BEA
SH3B2152.01,"BPC 1L buffer A, custom",2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B1349.01,BPC 2000L Bottom Double Drain,2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B14672-01,"BPC 2000L SUB (Aegis5-14), Wuxi",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SH31138-01,"BPC 2000L SUB 5:1 W/DHS CX5-14, STANDARD",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SH3077407,BPC 2000L SUB SUS 2000L,2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SH30985-08,"BPC 2000L SUB, STANDARD,,",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
PRO12025,BPC 2000L SUM Aegis5-14 Non-Irradiated,2L7,HC HYPERFORMA SUM,HardwareConsumables,BEA
SH30750-01,"BPC 200L (SUM II) SINGLE USE MIXER, 3"" POWDER PORT W/QUICK CONNECTS, STANDARD",2L7,HC HYPERFORMA SUM,HardwareConsumables,BEA
SH3B658202,BPC 200L 2 PORT  LG 50L-200L,2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B743501,BPC 200L ASSEMBLY  GSK 50L-200L,2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B398901,BPC 200L BOTTOM DRAIN  CUSTOM 50L-200L,2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH30652.11,"BPC 200L BOTTOM DRAIN W/ LUER LOCKS,STAN",2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B9469.03,"BPC 200L Bottom Drain w/Filter, JCR",2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B13351-02,"BPC 200L bottom Drain, Buf prep, Sinocell",2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B2134.01,BPC 200L buffer JCR0710,2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B2135.01,"BPC 200L buffer, custom",2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B10899.01,BPC 200L Harvestainer,2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3068706,BPC 200L MIXTAINER W/POWDER 200-250L,2L9,HC MIXTAINER,HardwareConsumables,BEA
SH3B2131.01,"BPC 200L Mixtainer, custom",2L9,HC MIXTAINER,HardwareConsumables,BEA
PRO11954,BPC 200L SUM Aegis5-14 Non-Irradiated,2L7,HC HYPERFORMA SUM,HardwareConsumables,BEA
SUT13949,"BPC 200L TOP DRAIN BPC, CX5-14, JCR",2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3093601,BPC 200L W/ 25L FILTER BAG 50L-200L,2JE,GENERAL 2D,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B14142.01,"BPC 200L w/KPC and TC BottomSidePort,KHK",2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B754301,BPC 20L BUFFER BAG  BAXTER 4L<50L,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3071303,BPC 20L LABTAINER  STANDARD 4L<50L,2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH30980-03,"BPC 20L ROCKER SUB, 5-PORT (AEGIS5-14) STANDARD",37Q,HC HYPERFORMA ROCKER,HardwareConsumables,BEA
SH3B6483.02,BPC 20L titrant bag Chugai,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B15582-03,"BPC 20L w/Sample Port & Readymate,Zhongshan Kang Fang Bio-Pharm",2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH31075-01,"BPC 250L 5:1 SUB w/DHS AEGIS5-14, Standard",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SH3077403,BPC 250L SUB (DUAL SPARGE) 200-250L,2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SH3073703,BPC 25KG POWDER FEED BAG II 25KG,2LD,HC POWDERTAINER,HardwareConsumables,BEA
SH3086403,BPC 25KG POWDER FEED BAG II 25KG,2LD,HC POWDERTAINER,HardwareConsumables,BEA
SH3B3970.03,BPC 25kg Powdertainer feed bag w/TC,2LD,HC POWDERTAINER,HardwareConsumables,BEA
SH3B15022.01,"BPC 2L Buffer, JCR",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B743101,BPC 300L BOTTOM DRAIN  GSK 200<500L,2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B20426-01,BPC 300L top Drain II sinocell,2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B13360-01,BPC 300L top Drain sinocell,2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
PRO12069,BPC 30L SUF CX5-14 N-Irr SYNPLOGEN,2L6,HC HYPERFORMA SUF,HardwareConsumables,BEA
SH3B151801,BPC 500 L BOTTOM DRN GENENTECH 200<500L,2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH30754.01,BPC 500L (SUM II) SINGLE USE MIXER w/ VE,2L7,HC HYPERFORMA SUM,HardwareConsumables,BEA
SH3B398301,BPC 500L BAG  MYCENAZ BIOTECH 500L-2000L,2JE,GENERAL 2D,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B23163-01,BPC 500L Bottom Drain (Aegis5-14),2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B10699.01,"BPC 500L Bottom Drain w/Filter, JCR",2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
PRO13233,BPC 500L DYNADRIVE SUB,2L4,HC DYNADRIVE SUB,HardwareConsumables,BEA
SH3077404,BPC 500L SUB (DUAL SPARGE) SUS 500L,2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SH3B8370.01,"BPC 500L SUM II Custom, Kyowa Kirin",2L7,HC HYPERFORMA SUM,HardwareConsumables,BEA
SH3B2150.01,BPC 500mL Buffer JCR,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B2141.01,"BPC 50L buffer A, Custom",2MH,PRODUCTAINER BPC,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH31192-01,BPC 50L Dynadrive SUB w/DHS (Aegis5-14),2L4,HC DYNADRIVE SUB,HardwareConsumables,BEA
SH3B753401,BPC 50L LABTAINER W/FILTER 50L-200L,2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3068704,BPC 50L MIXTAINER W/POWDER SUS 50L,2L9,HC MIXTAINER,HardwareConsumables,BEA
SH30980-04,"BPC 50L ROCKER SUB, 5-PORT (AEGIS5-14) STANDARD",37Q,HC HYPERFORMA ROCKER,HardwareConsumables,BEA
SH3077401,BPC 50L SUB (DUAL SPARGE) SUS 50L,2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SH3098501,BPC 50L SUB W/DHS  STANDARD SUS 50L,2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SH3B4350.01,BPC 50L SUM Buffer Prep Kyowa Kirin,2L7,HC HYPERFORMA SUM,HardwareConsumables,BEA
SH3B902301,BPC 50ML LABTAINER 50ML,2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3073702,BPC 5KG POWDER FEED BAG II 5KG,2LD,HC POWDERTAINER,HardwareConsumables,BEA
SH3086402,BPC 5KG POWDER FEED BAG II STD 5KG,2LD,HC POWDERTAINER,HardwareConsumables,BEA
SH3B3970.02,BPC 5kg Powdertainer feed bag w/TC,2LD,HC POWDERTAINER,HardwareConsumables,BEA
SH3B9297.01,BPC 5L Labtainer JCR,2MH,PRODUCTAINER BPC,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B6483.01,BPC 5L titrant bag Chugai,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B385301,BPC 600L DOUBLE BTTM GENENTECH 500L-2000L,2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
PRO13182,BPC Aegis5-14 Prototype 50L DDB Non-Irr,2L4,HC DYNADRIVE SUB,HardwareConsumables,BEA
SH31196.01,"BPC Aegis5-14, Standard (3000L DDB)",2L4,HC DYNADRIVE SUB,HardwareConsumables,BEA
SH3B12437.01,BPC BC25K,0EJ,TUBE SET,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B9516.01,"BPC BD200, AsahiKaseiPharma",2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B8787.01,"BPC BP010, AsahiKaseiPharma",2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B8787.03,"BPC BP050, AsahiKaseiPharma",2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3065002,BPC BTTM DRAIN  2 PT  100L 50L-200L,2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3065003,BPC BTTM DRAIN  2 PT  200L 50L-200L,2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B9816.01,BPC FILTRATION ASSEMBLIES,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B14730-01,"BPC for 1000L SUB, Aegis film with DHS, 5:1TD,Wuxi",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SH3B14658-01,"BPC for 250L SUB, Aegis film with DHS, 2:1TD,Wuxi",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SH3B14665-01,"BPC for 250L SUB, Aegis film with DHS, 5:1TD,Wuxi",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SH3B14631-01,"BPC for 50L SUB, Aegis film with DHS, Wuxi",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SH31078-01,"BPC HARVESTAINER 3L BEAD CAPACITY PASS-THROUGH FILTRATION SYSTEM ASSEMBLY, STAND",2MB,2D HARVESTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3064602,BPC LINER  BTTM DRN  IRR 100L 50L-200L,2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3039902,BPC LINER  BTTM DRN 100L 50L-200L,2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3064603,BPC LINER BTTM DRN  CX3-9 200L 50L-200L,2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3064601,BPC LINER BTTM DRN  CX3-9 50L 4L<50L,2MH,PRODUCTAINER BPC,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B014902,BPC POWDER BAG 10X18 GENENTECH GENERALBPC,2LD,HC POWDERTAINER,HardwareConsumables,BEA
SH3B014903,BPC POWDER BAG 18X24 GENENTECH 5KG,2LD,HC POWDERTAINER,HardwareConsumables,BEA
SH3B014901,BPC POWDER BAG 6X10 GENENTECH GENERALBPC,2LD,HC POWDERTAINER,HardwareConsumables,BEA
SH30720.02,BPC Probe Assy for AseptiquikG,2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SH3B6476.01,"BPC Sampling bag, 100mlX3 Chugai No. 8",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3067203,BPC STD 200L CX5-14 BTTM DRAIN 50L-200L,2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3065001,BPC STD BOTTOM DRAIN  2 PT 50L 50L-200L,2MH,PRODUCTAINER BPC,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3065201,BPC STD BTTM DRAIN  50L 50L-200L,2MH,PRODUCTAINER BPC,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3065202,BPC STD BTTM DRN  100L 50L-200L,2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3065203,BPC STD BTTM DRN  200L 50L-200L,2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3065205,BPC STD BTTM DRN BIN  1000L 500L-2000L,2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3065206,BPC STD BTTM DRN BIN  1500L 500L-2000L,2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3065204,BPC STD BTTM DRN BIN  500L 200<500L,2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3065103,BPC STD SINGLE LAYER  200L 50L-200L,2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SV51254.01,BPC tab holders (top),37L,H BEA,BEAHardware,BEA
SH3064705,BPC TANK LINER  OPEN TOP  100L 50L-200L,2MJ,3D TANK LINERS,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3064707,BPC TANK LINER  OPEN TOP  500L 200<500L,2MJ,3D TANK LINERS,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3064704,BPC TANK LINER  OPEN TOP  50L 4L<50L,2MJ,3D TANK LINERS,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3064701,BPC TANK LINER  OPEN TOP  50L 4L<50L,2MJ,3D TANK LINERS,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3064702,BPC TANK LINER  OPEN TOP 100L 50L-200L,2MJ,3D TANK LINERS,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3064703,BPC TANK LINER  OPEN TOP 200L 50L-200L,2MJ,3D TANK LINERS,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3064708,BPC TANK LINER OPEN TOP  1000L 500L-2000L,2MJ,3D TANK LINERS,3DBioProcessContainers,FLEXIBLE SOLUTIONS
PL30017.12,BPC with BioTitan Retention 1L Aegis5-14,2JD,LABTAINER PRO,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH30946.03,"BPC, 200L Economixer, Standard",2LM,H DS300,BEAHardware,BEA
PRO31135.01,"BPC, 5:1 Aegis5-14 no condense",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
PRO31077.01,"BPC, 5:1 Aegis5-14, NON-IRRADI",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SH31132.01,"BPC, 5:1 CX5-14 (1000L SUB)",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SH31138.01,"BPC, 5:1 CX5-14 no condenser (2000L SUB)",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
PROSUT112536N,"BPC, 500L Dyna Drive, Aegis5-14",2L4,HC DYNADRIVE SUB,HardwareConsumables,BEA
SUT00181,"BPC, 5L DDB w/ Traditional Single-Use Sensors",2M3,SENSOR,SUTAutomation,BEA
SH30974.03,"BPC, Aegis5-14 Powder-Liquid w/ probe ports (500L SUM)",2L7,HC HYPERFORMA SUM,HardwareConsumables,BEA
SUT13170,"BPC, Aegis5-14, Prototype (5kL DDB)",2L4,HC DYNADRIVE SUB,HardwareConsumables,BEA
SH31195.01,"BPC, Aegis5-14, Standard (5000L DDB)",2L4,HC DYNADRIVE SUB,HardwareConsumables,BEA
HM00289-I,"BPC, Impulse Mix Bag (500 L)",2L8,HC IMPULSE MIXERS,HardwareConsumables,BEA
HM00295-I,"BPC, Impulse Mix Bag (5000 L)",2L8,HC IMPULSE MIXERS,HardwareConsumables,BEA
SUT00161,"BPC, imPULSE SUM, Aegis5-14, Economy, 2000L",2L8,HC IMPULSE MIXERS,HardwareConsumables,BEA
SUT00158,"BPC, imPULSE SUM, Aegis5-14, Economy, 250L",2L8,HC IMPULSE MIXERS,HardwareConsumables,BEA
SUT00009,"BPC, Rocker, 50L, Aegis5-14, Standard, with sensor puck, irradiated (F110-2603-001)",37Q,HC HYPERFORMA ROCKER,HardwareConsumables,BEA
PRO12066,"BPC,300L SUF,Aegis5-14, (Non-Irradiated)",2L6,HC HYPERFORMA SUF,HardwareConsumables,BEA
SH3B15347.01,"BPC,50L SUB W/DUAL SPARGE",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SH30657-11,"BPC/10 PK END PT PILLOW, 50 mL W/ M AND F LUERS",2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH30762-03,"BPC/1000L SUM II OPEN TOP BTM DRAIN TANK LINER, STANDARD",2L7,HC HYPERFORMA SUM,HardwareConsumables,BEA
SH3B4839-01,"BPC/200L 2 port BOTTOM DRAIN, SUNSHINE PHARMA",2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH30667-03,BPC/200L PILLOW CX5-14,2JE,GENERAL 2D,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH30762-01,"BPC/200L SUM II OPEN TOP BTM DRAIN TANK LINER, STANDARD",2L7,HC HYPERFORMA SUM,HardwareConsumables,BEA
SH30754-01,"BPC/500L (SUM II) SINGLE USE MIXER W/VENT FILTER, 1.5""  TC, & QUICK CONNECTS",2L7,HC HYPERFORMA SUM,HardwareConsumables,BEA
SH30751-01,"BPC/500L (SUM II) SINGLE USE MIXER, 3"" POWDER PORT W/QUICK CONNECTS, STANDARD",2L7,HC HYPERFORMA SUM,HardwareConsumables,BEA
SH30754-02,"BPC/500L SINGLE USE MIXER W/VENT FILTER, 1.5""  TRI-CLAMP, & QUICK CONNECTS",2LJ,H HYPERFORMA SUM,BEAHardware,BEA
SH3065102,"BPC/STD SINGLE LAYER, 100L",2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH30642-06,"BPC/TANK LINER HYQCX3-9, OPEN TOP, 300L 24in DIAM",2MJ,3D TANK LINERS,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B11687.03,"BPC: 1000mL Labtainer (Non-irradiated), Rowemed AG",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B6412.01,"BPC: 100L Custom Single Use Mixer, GSK (472 627)",2L7,HC HYPERFORMA SUM,HardwareConsumables,BEA
SH30672.02,BPC: 100L Single Layer Bottom Drain with 3/4 Tri-Clamps CX5-14 Standard,2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B6403.01,"BPC: 30L LABTAINER, GSK (473 523)",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH30652.04,BPC: 500L Bottom Drain 5 Port Single Layer Smartainer Standard,2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B7024.01,"BPC: 5L Labtainer w/Filter, Lonza",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B16298.01,"BPC:100L (SUB) Aegis Custom,KHK",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SH3B16301.01,"BPC:500L (SUB) Aegis Custom,KHK",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SH31103.01,"BPC:SUB5:1,Aegis5-14,DHS/CroFloSpar 100L",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SH31074.01,"BPC:SUB5:1,CX5-14,DHS/CrossFlowSpar 250L",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SH31076.01,"BPC:SUB5:1,CX5-14,DHS/CrossFlowSpar 500L",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SH3B11446.01,"BPC; 20L LABTAINER,KyowaHakkoKirin",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B10059.01,"BPC; 3000L BOTTOM DRAIN, KyowaHakkoKirin",2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B11447.01,"BPC; 50L PILLOW BAG,KyowaHakkoKirin",2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B11454.01,"BPC; 50L TANK LINER,KyowaHakkoKirin",2MJ,3D TANK LINERS,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B11520.01,"BPC;100L TANKLINER W/BottomDrain,KHK",2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B13765.01,"BPC|  100L SUB w/Optical Sensors, Eli Lilly",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
CH3A692.01,"BPC| 1 x 50mL + 3 x 10L + 7 x 50mL + 1 x 1L BPC Manifold, Valneva Sweden",2MD,2D MANIFOLD,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B16010.02,"BPC| 1000L Bottom Drain , Biowest Usa",2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B3549.01,BPC| 1000L SIDE DRAIN W/TRI-CLAMP (RICHTER-HELM BIOLOGICS),2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
